job_title	skill	type
nurse responsible for general care	communicate effectively in healthcare	skill
nurse responsible for general care	coordinate care	skill
nurse responsible for general care	follow clinical guidelines	skill
nurse responsible for general care	advise on healthy lifestyles	skill
nurse responsible for general care	adapt leadership styles in healthcare	skill
nurse responsible for general care	apply person-centred care	skill
nurse responsible for general care	person centred care	knowledge
nurse responsible for general care	advise on healthcare users' informed consent	skill
nurse responsible for general care	paediatrics	knowledge
nurse responsible for general care	sociology	knowledge
nurse responsible for general care	nursing principles	knowledge
nurse responsible for general care	resuscitation	knowledge
nurse responsible for general care	implement scientific decision making in healthcare	skill
nurse responsible for general care	public health	knowledge
nurse responsible for general care	comply with quality standards related to healthcare practice	skill
nurse responsible for general care	acute care	knowledge
nurse responsible for general care	primary care	knowledge
nurse responsible for general care	human anatomy	knowledge
nurse responsible for general care	comply with legislation related to health care	skill
nurse responsible for general care	pedagogy	knowledge
nurse responsible for general care	listen actively	skill
nurse responsible for general care	apply nursing care in long-term care	skill
nurse responsible for general care	solve problems in healthcare	skill
nurse responsible for general care	use electronic health records in nursing	skill
nurse responsible for general care	apply health sciences	skill
nurse responsible for general care	manage personal professional development	skill
nurse responsible for general care	adhere to organisational guidelines	skill
